Timestamp,Timestamp (ESP32)
2025-10-10 06:07:38,2025-10-10 06:07:38
2025-10-10 06:07:43,2025-10-10 06:07:43
2025-10-10 06:07:48,2025-10-10 06:07:48
2025-10-10 06:07:53,2025-10-10 06:07:53
2025-10-10 06:07:58,2025-10-10 06:07:58
2025-10-10 06:08:03,2025-10-10 06:08:03
2025-10-10 06:08:09,2025-10-10 06:08:08
2025-10-10 06:08:14,2025-10-10 06:08:13
2025-10-10 06:08:19,2025-10-10 06:08:19
2025-10-10 06:08:24,2025-10-10 06:08:24
2025-10-10 06:08:29,2025-10-10 06:08:29
2025-10-10 06:08:34,2025-10-10 06:08:34
2025-10-10 06:08:39,2025-10-10 06:08:39
2025-10-10 06:08:44,2025-10-10 06:08:44
2025-10-10 06:08:49,2025-10-10 06:08:49
2025-10-10 06:08:54,2025-10-10 06:08:54
2025-10-10 06:08:59,2025-10-10 06:08:59
2025-10-10 06:09:04,2025-10-10 06:09:04
2025-10-10 06:09:10,2025-10-10 06:09:09
2025-10-10 06:09:15,2025-10-10 06:09:15
2025-10-10 06:09:20,2025-10-10 06:09:20
2025-10-10 06:09:25,2025-10-10 06:09:25
2025-10-10 06:09:30,2025-10-10 06:09:30
2025-10-10 06:09:35,2025-10-10 06:09:35
2025-10-10 06:09:40,2025-10-10 06:09:40
2025-10-10 06:09:45,2025-10-10 06:09:45
2025-10-10 06:09:50,2025-10-10 06:09:50
2025-10-10 06:09:55,2025-10-10 06:09:55
2025-10-10 06:10:00,2025-10-10 06:10:00
2025-10-10 06:10:06,2025-10-10 06:10:05
2025-10-10 06:10:11,2025-10-10 06:10:11
2025-10-10 06:10:16,2025-10-10 06:10:16
2025-10-10 06:10:21,2025-10-10 06:10:21
2025-10-10 06:10:26,2025-10-10 06:10:26
2025-10-10 06:10:31,2025-10-10 06:10:31
2025-10-10 06:10:36,2025-10-10 06:10:36
2025-10-10 06:10:41,2025-10-10 06:10:41
2025-10-10 06:10:46,2025-10-10 06:10:46
2025-10-10 06:10:51,2025-10-10 06:10:51
2025-10-10 06:10:56,2025-10-10 06:10:56
2025-10-10 06:11:02,2025-10-10 06:11:01
2025-10-10 06:11:07,2025-10-10 06:11:07
2025-10-10 06:11:12,2025-10-10 06:11:12
2025-10-10 06:11:17,2025-10-10 06:11:17
2025-10-10 06:11:22,2025-10-10 06:11:22
2025-10-10 06:11:27,2025-10-10 06:11:27
2025-10-10 06:11:32,2025-10-10 06:11:32
2025-10-10 06:11:37,2025-10-10 06:11:37
2025-10-10 06:11:42,2025-10-10 06:11:42
2025-10-10 06:11:47,2025-10-10 06:11:47
2025-10-10 06:11:52,2025-10-10 06:11:52
2025-10-10 06:11:58,2025-10-10 06:11:57
2025-10-10 06:12:03,2025-10-10 06:12:03
2025-10-10 06:12:08,2025-10-10 06:12:08
2025-10-10 06:12:13,2025-10-10 06:12:13
2025-10-10 06:12:18,2025-10-10 06:12:18
2025-10-10 06:12:23,2025-10-10 06:12:23
2025-10-10 06:12:28,2025-10-10 06:12:28
2025-10-10 06:12:33,2025-10-10 06:12:33
2025-10-10 06:12:38,2025-10-10 06:12:38
2025-10-10 06:12:43,2025-10-10 06:12:43
2025-10-10 06:12:48,2025-10-10 06:12:48
2025-10-10 06:12:54,2025-10-10 06:12:53
2025-10-10 06:12:59,2025-10-10 06:12:59
2025-10-10 06:13:04,2025-10-10 06:13:04
2025-10-10 06:13:09,2025-10-10 06:13:09
2025-10-10 06:13:14,2025-10-10 06:13:14
